compound_smiles	compound_source	compound_inchikey	gram-positive	gram-negative	fungi	acid-fast
COC(=O)C1=CCC[C@H]2[C@@]34C[C@@H](O[C@H]3O[C@@H](O)[C@@]12CCC4=C)C1=COC=C1	spark	BQEWXAMCMSCDQX-YBZCJVABSA-N		4.0		
COC(=O)C1=CCC[C@H]2[C@@]34C[C@@H](O[C@H]3O[C@H](O)[C@@]12CCC4=C)C1=COC=C1	spark	BQEWXAMCMSCDQX-HDHGSYJOSA-N		4.0		
C=C1C[C@@H]2OC(=O)C3=CCC[C@H]4[C@]11C[C@@H](O[C@H]1OC(=O)[C@@]234)C1=COC=C1	spark	NRQRCPXXKUAFKC-LUCRAQOWSA-N		4.0		
COC(=O)C1=CCC[C@H]2[C@@]34C[C@@H](O[C@H]3O[C@H](O)[C@@]12CC[C@@H]4C)C1=COC=C1	spark	FTIIWSAYPGBNDS-KEIHQZBGSA-N		4.0		
C[C@@H]1CC[C@]2(C)[C@H](CC[C@@H](O)[C@]2(C)O)[C@@]1(C)CCC1=COC=C1	spark	GNWZEPMTZKFXQV-IOFZNDEASA-N		4.0		
COC(=O)C1=CCC[C@H]2C34C[C@@H](O[C@H]3O[C@@H](O)C12[C@H](CC4=C)OC(C)=O)C1=COC=C1	spark	HTVMZRDDOHBSER-FMVXECBXSA-N		4.0		
CC(C)=CCC\C(C)=C\CCC(C)(O)C1CC2=C(O)C(C=O)=C(C)C(Cl)=C2O1	spark	AKZMNMUPGWZYPW-XNTDXEJSSA-N		4.0		
CC(C)=CCCC(C)(O)CCC\C(C)=C\CC1=C(O)C(Cl)=C(C)C(C(O)=O)=C1O	spark	UPKGCCJDPUMZAM-XNTDXEJSSA-N		5.0		
C\C(CCCC(C)(C)O)=C/CC\C(C)=C\CC1=C(O)C(Cl)=C(C)C(C(O)=O)=C1O	spark	YCTOLKGEIMWJTN-FVXNJELISA-N		5.0		
CC(C)=CCC\C(C)=C\CC\C(C)=C\CC1=C(O)C(Cl)=C(C)C(C(O)=O)=C1O	spark	KRSHXWRHUWEJOO-NCZFFCEISA-N		6.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NN(CN2CCCCC2)C(=S)N1\N=C\C1=CC=CO1	spark	BDYLOGCFELETJN-STBIYBPSSA-N		5.0		
COC1=CC=C(\C=N\N2C(CC3=CC=CC=C3NC3=C(Cl)C=CC=C3Cl)=NN3C2=NC2=C(C=CC=C2)C3=O)C=C1OC	spark	OPTDQROXDZOGHH-FABQOPTDSA-N		5.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NN2C(=NC3=C(C=CC=C3)C2=O)N1\N=C\C1=CC=CS1	spark	XTPBBHGKYUNFGU-OKCVXOCRSA-N		5.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NN(CN2CCCCC2)C(=S)N1\N=C\C1=CC=NC=C1	spark	VWIOFCHCFCYBAX-FDAWAROLSA-N		5.0		
COC1=CC=C(\C=N\N2C(=S)N(CN3CCCCC3)N=C2CC2=CC=CC=C2NC2=C(Cl)C=CC=C2Cl)C=C1	spark	LDWASGUZYVSISA-BIZUNTBRSA-N		5.0		
COC1=CC=C(\C=N\N2C(=S)N(CN3CCOCC3)N=C2CC2=CC=CC=C2NC2=C(Cl)C=CC=C2Cl)C=C1OC	spark	BCGDKNCXWVZFTH-KCSSXMTESA-N		5.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NNC(=S)N1N1C(SCC1=O)C1=CC=CO1	spark	SXFAJEGTLNCRCT-UHFFFAOYSA-N		5.0		
COC1=CC=C(\C=N\N2C(CC3=CC=CC=C3NC3=C(Cl)C=CC=C3Cl)=NN3C2=NC2=C(C=CC=C2)C3=O)C=C1	spark	LJPCLCZFTGZWBT-DPNNOFEESA-N		4.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NN(CN2CCOCC2)C(=S)N1\N=C\C1=CC=CC=C1	spark	PMMMOEJVGZAZTA-UXHLAJHPSA-N		5.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NN2C(=NC3=C(C=CC=C3)C2=O)N1\N=C\C1=CC=NC=C1	spark	UULUVSDYTMBXNW-VTNSRFBWSA-N		5.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NN2C(=NC3=C(C=CC=C3)C2=O)N1\N=C\C1=CC=CC=C1	spark	FVUVXXCXJAEWER-KCSSXMTESA-N		5.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NNC(=S)N1N1C(SCC1=O)C1=CC=NC=C1	spark	SNTYVBIXAYIDNU-UHFFFAOYSA-N		5.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NNC(=S)N1N1C(SCC1=O)C1=CC=CS1	spark	PVXMBSAGGKXACH-UHFFFAOYSA-N		5.0		
COC1=CC=C(C=C1OC)C1SCC(=O)N1N1C(=S)NN=C1CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl	spark	LHTWWEGDIVCYNS-UHFFFAOYSA-N		4.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NNC(=S)N1N1C(SCC1=O)C1=CC=CC=C1	spark	RZGHJTZDLCYUBD-UHFFFAOYSA-N		5.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NN(CN2CCCCC2)C(=S)N1\N=C\C1=CC=CS1	spark	NDTLNDYHSFQSJT-STBIYBPSSA-N		5.0		
COC1=CC=C(\C=N\N2C(=S)N(CN3CCCCC3)N=C2CC2=CC=CC=C2NC2=C(Cl)C=CC=C2Cl)C=C1OC	spark	BLJUMJLWUCHFPU-HNSNBQBZSA-N		5.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NN(CN2CCOCC2)C(=S)N1\N=C\C1=CC=CS1	spark	TUKLCXJDQQPGTO-LQKURTRISA-N		5.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NN(CN2CCOCC2)C(=S)N1\N=C\C1=CC=CO1	spark	ZEBJOMUWXFTZQW-LQKURTRISA-N		5.0		
COC1=CC=C(\C=N\N2C(=S)N(CN3CCOCC3)N=C2CC2=CC=CC=C2NC2=C(Cl)C=CC=C2Cl)C=C1	spark	YEVCYPYWSHCNQL-FDAWAROLSA-N		5.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NN(CN2CCOCC2)C(=S)N1\N=C\C1=CC=NC=C1	spark	RECYKBIPLBMVJF-OCSSWDANSA-N		5.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NN2C(=NC3=C(C=CC=C3)C2=O)N1\N=C\C1=CC=CO1	spark	QWMMYJKFOPCXKG-OKCVXOCRSA-N		5.0		
COC1=CC=C(C=C1)C1SCC(=O)N1N1C(=S)NN=C1CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl	spark	KOJGLQXUZFPYAE-UHFFFAOYSA-N		4.0		
ClC1=CC=CC(Cl)=C1NC1=CC=CC=C1CC1=NN(CN2CCCCC2)C(=S)N1\N=C\C1=CC=CC=C1	spark	TWAMTTDPDIMIPR-ZCTHSVRISA-N		5.0		
CCNC(=O)NC1=NC=C(C(=O)NC2=CC=CN=C2)C(NC2=CC=C(OC)C=C2OC)=C1	spark	NHLOTGIWHZMOCX-UHFFFAOYSA-N	6.0	4.0		
CCNC(=O)NC1=NC=C(C(=O)NC2=CC=CN=C2)C(NC2=CC=CC=C2)=C1	spark	PAQUBBVFIYHPDN-UHFFFAOYSA-N	6.0	4.5		
CCNC(=O)NC1=NC=C(C(=O)NC2=CC=CC=C2)C(NC2=CC=CC=C2)=C1	spark	YSAOQGLUGNNBME-UHFFFAOYSA-N	6.0	4.5		
CCNC(=O)NC1=NC=C(C(=O)NC2=CC=C(NC(C)=O)N=C2)C(NC2=CC=CC=C2)=C1	spark	RVKZOHUACTYRCJ-UHFFFAOYSA-N	6.0	4.0		
CCNC(=O)NC1=NC=C(C(=O)NC2=CC=CN=C2)C(NC2=CC=C(O)C=C2)=C1	spark	IYJZRZIDVYDIHE-UHFFFAOYSA-N	5.0	4.0		
CCNC(=O)NC1=NC=C(C(=O)NC2=CC=CN=C2)C(NC2=CC(O)=CC=C2)=C1	spark	UNPWBBYTMMYTPY-UHFFFAOYSA-N		4.0		
CCNC(=O)NC1=NC=C(C(=O)NC2=CC=C(N=C2)N2CCOCC2)C(NC2=CC=CC=C2)=C1	spark	LJDGUSFBONSVGJ-UHFFFAOYSA-N	6.0	4.0		
CCNC(=O)NC1=NC=C(C(=O)NC2=CC=CC(Cl)=C2)C(NC2=CC=CC=C2)=C1	spark	NWKITMVHAGNKIP-UHFFFAOYSA-N	6.0	4.0		
CCNC(=O)NC1=NC=C(C(=O)NC2=CC=CC(C)=C2)C(NC2=CC=CC=C2)=C1	spark	MHWAJESHXFEOOW-UHFFFAOYSA-N	6.0	4.0		
CCNC(=O)NC1=NC=C(C(=O)NC2=CC=CC(Cl)=C2)C(=C1)N1C=CC=N1	spark	UAACSCYQYYDXIH-UHFFFAOYSA-N	5.0	4.0		
CNCC(Cl)=C1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O	spark	RIFMONDGQOKULF-UHFFFAOYSA-N		6.0		
COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCC(CC1)=C(Cl)CN)C1CC1	spark	CDXWJZWZGZTZCF-UHFFFAOYSA-N		7.0		
NCC(Cl)=C1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC(F)F)C(O)=O	spark	BFHOYLDCVPZXDV-UHFFFAOYSA-N		6.0		
CCN(CC)CCN1C(=N)N(CCCOC2=C(Cl)C=C(Cl)C=C2)C2=CC=CC=C12	spark	VCMMBCXIHDBFQW-UHFFFAOYSA-N		5.0		
CCOC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CCN(C)C)CC1	spark	FJIRZOZMVONCBU-UHFFFAOYSA-N		5.0		
COC1=CC=C(C=C1OC)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC1)C1=CC=C(N)C=C1	spark	FRKHWADEOAIBHW-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1OC)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC1)C1=CC=CC=C1C#N	spark	URYZXCZEVVHLFE-UHFFFAOYSA-N		4.0		
OC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC1)C1=C(C=CC=C1)C#N	spark	OVAHOTPTGMFMEV-UHFFFAOYSA-N		4.0		
CCCN1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=CC2=C(C=C1)N=C(N2)C1=CC=C(O)C=C1	spark	FBHXOSIQOVSHMS-UHFFFAOYSA-N		4.0		
CCN1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=CC2=C(C=C1)N=C(N2)C1=CC=C(O)C=C1	spark	HQVJGGJMEPZQGX-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1OC)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CCN(C)C)CC1	spark	RZHAOZCPHFBKRG-UHFFFAOYSA-N		4.0		
CCOC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC1)C1=CC=NC=C1	spark	VQRJMJSKWYMBDP-UHFFFAOYSA-N		4.0		
CCOC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CCNC(=O)C(F)(F)F)CC1	spark	FKUBXBKMAQGRBJ-UHFFFAOYSA-N		5.0		
CCOC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC)CC1	spark	YNFMJIDGOFFUIT-UHFFFAOYSA-N		6.0		
COC1=CC=C(C=C1OC)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC1)C1=CC=C(F)C=C1	spark	SJFYMIMJEODTNG-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1OC)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC1)C1=CC=CC=C1	spark	QBRWDTXRJWLALG-UHFFFAOYSA-N		4.0		
OC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC1)C1=CC=NC=C1	spark	TVMNAEMEOIOATG-UHFFFAOYSA-N		4.0		
OC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC1)C1=CC=C(F)C=C1	spark	MYOFLBOOAOCEJA-UHFFFAOYSA-N		4.0		
OC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC1)C1=CC=CC=C1	spark	VFTUAMBCJYAMGX-UHFFFAOYSA-N		4.0		
OC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CCNC(=O)C(F)(F)F)CC1	spark	KLZBMBYHJIFRFK-UHFFFAOYSA-N		4.0		
CCN1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=CC2=C(C=C1)N=C(N2)C1=CC=C(OC)C(OC)=C1	spark	KUDGASQJBAUFNY-UHFFFAOYSA-N		5.0		
CCCN1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=CC2=C(C=C1)N=C(N2)C1=CC=C(OCC)C=C1	spark	MPFLRCXYUNXTMX-UHFFFAOYSA-N		6.0		
COC1=CC=C(C=C1OC)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC1)C1=CC=NC=C1	spark	ATVJCVBIWJSLCQ-UHFFFAOYSA-N		6.0		
NC1=CC=C(C=C1)N1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=CC2=C(C=C1)N=C(N2)C1=CC=C(O)C=C1	spark	XWVDVIUGDKSEQM-UHFFFAOYSA-N		4.0		
OC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC1)C1=NC=CC=N1	spark	GEVYUSHAKOOUER-UHFFFAOYSA-N		4.0		
CN(C)CCN1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=CC2=C(C=C1)N=C(N2)C1=CC=C(O)C=C1	spark	ZLTVNQRPEZWIKU-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1OC)C1=NC2=C(N1)C=C(C=C2)C1=NC2=CC=C(C=C2N1)N1CCN(CC1)C1=NC=CC=N1	spark	KPFBXLSZRCTESJ-UHFFFAOYSA-N		4.0		
CCCN1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=CC2=C(C=C1)N=C(N2)C1=CC=C(OC)C(OC)=C1	spark	ZXDVNHZLXQHDAP-UHFFFAOYSA-N		5.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	PTKBQSZMFZGEQA-MYKHETFVSA-N		4.0		
CCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(N)=O	spark	VPIQJHLGFMTBHY-GTKRZRNESA-N		5.0		
CCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	KATXISAMZZHEJN-AWCRTANDSA-N		5.0		
CCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	spark	RQYCDOBULIYVSR-WETLZVAFSA-N		5.0		
CCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	spark	XMBDKNRBVQAIGF-BQYLNSIHSA-N		5.0		
CCCCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	QMVMNQBNJCXVDJ-YFMPOEMJSA-N		5.0		
CCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	spark	WQZBHGFFUZOLHB-IIKKYLQPSA-N		5.0		
CCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	spark	KDFQMISEYMYIPH-IEBLAZNRSA-N		5.0		
CCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	NLABOKNSQDSLBB-BBOOGXHHSA-N		5.0		
CCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	SSJYVCDYWWJVOS-GTKRZRNESA-N		5.0		
CCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(N)=O	spark	YUOKTQOAHLFDBR-MXGQMUSSSA-N		5.0		
CCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	YAHLMROXPWPRMX-LSLOANPCSA-N		4.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(N)=O	spark	HJCWWMJQLITCKG-HRBFTXTFSA-N		5.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	spark	ABZYWIPKTDETER-OUYXPRKWSA-N		5.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	spark	VUAOBKNHGLAQGP-VELSOTATSA-N		5.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	NFGWHVUWUNYYEU-IWWWZYECSA-N		5.0		
CCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	GWZQEWATPZCJPI-CUPIEXAXSA-N		5.0		
CCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	spark	TZEWVWSQYHHNPO-VBANAQDWSA-N		5.0		
NCCCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(N)=O	spark	KSYVMUBWAHXASK-KMACTHOASA-N		4.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	ZNSMVFSYAAZDIF-FSEITFBQSA-N		5.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	spark	NYOABDMVPOBYOQ-OUYXPRKWSA-N		5.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	spark	AWLXLOLEURZQRJ-IBUUYIBASA-N		5.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	LYAXAXAMMURDHB-JGCKOZHUSA-N		5.0		
NCCCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC1=CC2OC3=CC(N)=CC=C3C(C3=CC=CC=C3)=C2C=C1)C(N)=O	spark	GZMYWPGUKZPPKM-ZJWNLJTFSA-N		5.0		
CCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	JSFPXRQVNNNGLY-JAUPIYOJSA-N		5.0		
CCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	MAHDPOBJIMAKLY-MQDBWYGVSA-N		4.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(N)=O	spark	XKQXKRQKGATKPZ-GBGBWPTHSA-N		5.0		
CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	KWHORXHBUBTMRE-SAVBYNOOSA-N		5.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	spark	CJDJLYWVIYPDQA-HRBFTXTFSA-N		5.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	IXQVKMNUCGZCFV-QSGMGGARSA-N		5.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	PREBQHWZIUHNGQ-JYVRSJRYSA-N		5.0		
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	NCEVOZFNYMRQFU-GBGBWPTHSA-N		5.0		
CCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(N)=O	spark	ZAQUJJWYIJFJNA-BQYLNSIHSA-N		5.0		
CCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(N)=O	spark	SUTQSRTVZGQCLE-ZOXHAYSISA-N		5.0		
CCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	spark	IUNLTPHAHVUWSE-AVOKYPESSA-N		5.0		
CCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	spark	LXOMQSRBXACMIU-AVOKYPESSA-N		5.0		
